acc	gene	source	pdb_id	resolution	method	path	note
Q7Z443	PKD1L3	af2			predicted	product/target_screen/structures/raw/Q7Z443.pdb	alphafold_db;AF-Q7Z443-F1-model_v6.pdb
Q7Z4N2	TRPM1	af2			predicted	product/target_screen/structures/raw/Q7Z4N2.pdb	alphafold_db;AF-Q7Z4N2-F1-model_v6.pdb
Q86W47	KCNMB4	pdb	9CZM	2.57	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q86W47.pdb	
Q86WV6	STING1	pdb	4EMT	1.50	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q86WV6.pdb	
Q86XJ0	CALHM3	af2			predicted	product/target_screen/structures/raw/Q86XJ0.pdb	alphafold_db;AF-Q86XJ0-F1-model_v6.pdb
Q86XQ3	CATSPER3	af2			predicted	product/target_screen/structures/raw/Q86XQ3.pdb	alphafold_db;AF-Q86XQ3-F1-model_v6.pdb
Q8IU99	CALHM1	pdb	8GMP	2.80	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8IU99.pdb	
Q8IV77	CNGA4	pdb	9UPG	2.87	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8IV77.pdb	
Q8IWT6	LRRC8A	pdb	7XZH	2.78	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8IWT6.pdb	
Q8IZF0	NALCN	pdb	6XIW	2.80	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8IZF0.pdb	
Q8IZK6	MCOLN2	pdb	6HRR	2.00	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q8IZK6.pdb	
Q8IZS8	CACNA2D3	af2			predicted	product/target_screen/structures/raw/Q8IZS8.pdb	alphafold_db;AF-Q8IZS8-F1-model_v6.pdb
Q8N1C3	GABRG1	af2			predicted	product/target_screen/structures/raw/Q8N1C3.pdb	alphafold_db;AF-Q8N1C3-F1-model_v6.pdb
Q8N1M1	BEST3	af2			predicted	product/target_screen/structures/raw/Q8N1M1.pdb	alphafold_db;AF-Q8N1M1-F1-model_v6.pdb
Q8N5C1	CALHM5	pdb	7D60	2.61	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8N5C1.pdb	
Q8N7C0	LRRC52	af2			predicted	product/target_screen/structures/raw/Q8N7C0.pdb	alphafold_db;AF-Q8N7C0-F1-model_v6.pdb
Q8NBN3	TMEM87A	pdb	8HSI	3.10	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8NBN3.pdb	
Q8NCM2	KCNH5	pdb	7YID	3.40	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8NCM2.pdb	
Q8NDX2	SLC17A8	af2			predicted	product/target_screen/structures/raw/Q8NDX2.pdb	alphafold_db;AF-Q8NDX2-F1-model_v6.pdb
Q8NE86	MCU	pdb	4XTB	1.50	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q8NE86.pdb	
Q8NEC5	CATSPER1	af2			predicted	product/target_screen/structures/raw/Q8NEC5.pdb	alphafold_db;AF-Q8NEC5-F1-model_v6.pdb
Q8NER1	TRPV1	pdb	11CL	2.10	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8NER1.pdb	converted_from_mmcif
Q8NET8	TRPV3	pdb	6H9J	1.83	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q8NET8.pdb	
Q8NFU0	BEST4	af2			predicted	product/target_screen/structures/raw/Q8NFU0.pdb	alphafold_db;AF-Q8NFU0-F1-model_v6.pdb
Q8NFU1	BEST2	pdb	8D1E	1.78	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8NFU1.pdb	
Q8NHS3	MFSD8	af2			predicted	product/target_screen/structures/raw/Q8NHS3.pdb	alphafold_db;AF-Q8NHS3-F1-model_v6.pdb
Q8NHX9	TPCN2	pdb	8OUO	3.00	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8NHX9.pdb	
Q8TAE7	KCNG3	af2			predicted	product/target_screen/structures/raw/Q8TAE7.pdb	alphafold_db;AF-Q8TAE7-F1-model_v6.pdb
Q8TCU5	GRIN3A	pdb	8UUE	3.96	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8TCU5.pdb	
Q8TD43	TRPM4	pdb	9MRT	2.44	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8TD43.pdb	
Q8TDD5	MCOLN3	pdb	6AYF	3.62	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8TDD5.pdb	
Q8TDI7	TMC2	af2			predicted	product/target_screen/structures/raw/Q8TDI7.pdb	alphafold_db;AF-Q8TDI7-F1-model_v6.pdb
Q8TDI8	TMC1	pdb	8XOQ	2.41	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q8TDI8.pdb	
Q8TDN1	KCNG4	af2			predicted	product/target_screen/structures/raw/Q8TDN1.pdb	alphafold_db;AF-Q8TDN1-F1-model_v6.pdb
Q8TDN2	KCNV2	af2			predicted	product/target_screen/structures/raw/Q8TDN2.pdb	alphafold_db;AF-Q8TDN2-F1-model_v6.pdb
Q8TDW0	LRRC8C	pdb	8DXN	3.40	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8TDW0.pdb	
Q8TDX9	PKD1L1	af2			predicted	product/target_screen/structures/raw/Q8TDX9.pdb	alphafold_db;AF-Q8TDX9-2-F1-model_v6.pdb
Q8WWG9	KCNE4	af2			predicted	product/target_screen/structures/raw/Q8WWG9.pdb	alphafold_db;AF-Q8WWG9-F1-model_v6.pdb
Q8WXA8	HTR3C	af2			predicted	product/target_screen/structures/raw/Q8WXA8.pdb	alphafold_db;AF-Q8WXA8-F1-model_v6.pdb
Q8WXS5	CACNG8	af2			predicted	product/target_screen/structures/raw/Q8WXS5.pdb	alphafold_db;AF-Q8WXS5-F1-model_v6.pdb
Q92508	PIEZO1	pdb	8ZU3	3.10	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q92508.pdb	
Q92736	RYR2	pdb	7KL5	1.65	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q92736.pdb	
Q92806	KCNJ9	pdb	6X23	2.15	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q92806.pdb	
Q92952	KCNN1	af2			predicted	product/target_screen/structures/raw/Q92952.pdb	alphafold_db;AF-Q92952-F1-model_v6.pdb
Q92953	KCNB2	af2			predicted	product/target_screen/structures/raw/Q92953.pdb	alphafold_db;AF-Q92953-F1-model_v6.pdb
Q93086	P2RX5	af2			predicted	product/target_screen/structures/raw/Q93086.pdb	alphafold_db;AF-Q93086-F1-model_v6.pdb
Q96D31	ORAI1	pdb	4EHQ	1.90	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q96D31.pdb	
Q96D96	HVCN1	pdb	3A2A	2.00	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q96D96.pdb	
Q96ER9	CCDC51	af2			predicted	product/target_screen/structures/raw/Q96ER9.pdb	alphafold_db;AF-Q96ER9-F1-model_v6.pdb
Q96FT7	ASIC4	af2			predicted	product/target_screen/structures/raw/Q96FT7.pdb	alphafold_db;AF-Q96FT7-F1-model_v6.pdb
Q96KK3	KCNS1	af2			predicted	product/target_screen/structures/raw/Q96KK3.pdb	alphafold_db;AF-Q96KK3-F1-model_v6.pdb
Q96L42	KCNH8	af2			predicted	product/target_screen/structures/raw/Q96L42.pdb	alphafold_db;AF-Q96L42-F1-model_v6.pdb
Q96NY7	CLIC6	af2			predicted	product/target_screen/structures/raw/Q96NY7.pdb	alphafold_db;AF-Q96NY7-F1-model_v6.pdb
Q96P56	CATSPER2	af2			predicted	product/target_screen/structures/raw/Q96P56.pdb	alphafold_db;AF-Q96P56-F1-model_v6.pdb
Q96PH1	NOX5	pdb	6SZ5	2.23	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q96PH1.pdb	
Q96PR1	KCNC2	af2			predicted	product/target_screen/structures/raw/Q96PR1.pdb	alphafold_db;AF-Q96PR1-F1-model_v6.pdb
Q96QT4	TRPM7	af2			predicted	product/target_screen/structures/raw/Q96QT4.pdb	alphafold_db;AF-Q96QT4-F1-model_v6.pdb
Q96RD6	PANX2	pdb	8GYQ	3.40	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q96RD6.pdb	
Q96RD7	PANX1	pdb	9OQG	2.58	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q96RD7.pdb	
Q96RP8	KCNA7	af2			predicted	product/target_screen/structures/raw/Q96RP8.pdb	alphafold_db;AF-Q96RP8-F1-model_v6.pdb
Q96S66	CLCC1	af2			predicted	product/target_screen/structures/raw/Q96S66.pdb	alphafold_db;AF-Q96S66-F1-model_v6.pdb
Q96SN7	ORAI2	af2			predicted	product/target_screen/structures/raw/Q96SN7.pdb	alphafold_db;AF-Q96SN7-F1-model_v6.pdb
Q96T54	KCNK17	af2			predicted	product/target_screen/structures/raw/Q96T54.pdb	alphafold_db;AF-Q96T54-F1-model_v6.pdb
Q96T55	KCNK16	af2			predicted	product/target_screen/structures/raw/Q96T55.pdb	alphafold_db;AF-Q96T55-F1-model_v6.pdb
Q99250	SCN2A	pdb	4RLY	2.50	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q99250.pdb	
Q99571	P2RX4	pdb	9BQH	2.27	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q99571.pdb	
Q99572	P2RX7	pdb	9E3M	2.48	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q99572.pdb	
Q99712	KCNJ15	af2			predicted	product/target_screen/structures/raw/Q99712.pdb	alphafold_db;AF-Q99712-F1-model_v6.pdb
Q99928	GABRG3	af2			predicted	product/target_screen/structures/raw/Q99928.pdb	alphafold_db;AF-Q99928-F1-model_v6.pdb
Q9BQ31	KCNS3	af2			predicted	product/target_screen/structures/raw/Q9BQ31.pdb	alphafold_db;AF-Q9BQ31-F1-model_v6.pdb
Q9BRQ5	ORAI3	af2			predicted	product/target_screen/structures/raw/Q9BRQ5.pdb	alphafold_db;AF-Q9BRQ5-F1-model_v6.pdb
Q9BSA4	TTYH2	pdb	9G71	2.74	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9BSA4.pdb	
Q9BSA9	TMEM175	pdb	7UNL	2.45	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9BSA9.pdb	
Q9BVC6	TMEM109	af2			predicted	product/target_screen/structures/raw/Q9BVC6.pdb	alphafold_db;AF-Q9BVC6-F1-model_v6.pdb
Q9BX84	TRPM6	af2			predicted	product/target_screen/structures/raw/Q9BX84.pdb	alphafold_db;AF-Q9BX84-F1-model_v6.pdb
Q9BXS9	SLC26A6	pdb	8OPQ	3.28	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9BXS9.pdb	
Q9C0H2	TTYH3	pdb	9QNR	2.91	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9C0H2.pdb	
Q9GZU1	MCOLN1	pdb	9HJ8	2.10	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9GZU1.pdb	converted_from_mmcif
Q9GZZ6	CHRNA10	af2			predicted	product/target_screen/structures/raw/Q9GZZ6.pdb	alphafold_db;AF-Q9GZZ6-F1-model_v6.pdb
Q9H1D0	TRPV6	pdb	7S8B	2.43	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9H1D0.pdb	
Q9H252	KCNH6	af2			predicted	product/target_screen/structures/raw/Q9H252.pdb	alphafold_db;AF-Q9H252-F1-model_v6.pdb
Q9H2B4	SLC26A1	af2			predicted	product/target_screen/structures/raw/Q9H2B4.pdb	alphafold_db;AF-Q9H2B4-F1-model_v6.pdb
Q9H2S1	KCNN2	pdb	5V03	1.58	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9H2S1.pdb	
Q9H313	TTYH1	pdb	7P5J	4.00	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9H313.pdb	
Q9H3M0	KCNF1	af2			predicted	product/target_screen/structures/raw/Q9H3M0.pdb	alphafold_db;AF-Q9H3M0-F1-model_v6.pdb
Q9H427	KCNK15	af2			predicted	product/target_screen/structures/raw/Q9H427.pdb	alphafold_db;AF-Q9H427-F1-model_v6.pdb
Q9H5I5	PIEZO2	pdb	9VEE	3.36	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9H5I5.pdb	
Q9H813	PACC1	pdb	7SQH	2.50	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9H813.pdb	converted_from_mmcif
Q9HA72	CALHM2	pdb	6UIW	2.70	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9HA72.pdb	
Q9HB14	KCNK13	pdb	9C09	2.36	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9HB14.pdb	
Q9HB15	KCNK12	af2			predicted	product/target_screen/structures/raw/Q9HB15.pdb	alphafold_db;AF-Q9HB15-F1-model_v6.pdb
Q9HBA0	TRPV4	pdb	8T1E	2.77	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9HBA0.pdb	
Q9HCF6	TRPM3	pdb	9J84	4.21	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9HCF6.pdb	converted_from_mmcif
Q9HCX4	TRPC7	af2			predicted	product/target_screen/structures/raw/Q9HCX4.pdb	alphafold_db;AF-Q9HCX4-F1-model_v6.pdb
Q9NPA1	KCNMB3	af2			predicted	product/target_screen/structures/raw/Q9NPA1.pdb	alphafold_db;AF-Q9NPA1-F1-model_v6.pdb
Q9NPC2	KCNK9	pdb	3P1N	1.40	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9NPC2.pdb	
Q9NPI9	KCNJ16	pdb	9MAE	3.13	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9NPI9.pdb	
Q9NQ90	ANO2	af2			predicted	product/target_screen/structures/raw/Q9NQ90.pdb	alphafold_db;AF-Q9NQ90-F1-model_v6.pdb
Q9NQA5	TRPV5	pdb	5OEO		SOLUTION NMR	product/target_screen/structures/raw/Q9NQA5.pdb	
Q9NQW8	CNGB3	pdb	7RHS	2.93	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9NQW8.pdb	
Q9NR82	KCNQ5	pdb	9J38	2.40	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9NR82.pdb	
Q9NS40	KCNH7	pdb	6Y7Q	1.39	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9NS40.pdb	converted_from_mmcif
Q9NS61	KCNIP2	pdb	7UKH	2.33	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9NS61.pdb	
Q9NSA2	KCND1	af2			predicted	product/target_screen/structures/raw/Q9NSA2.pdb	alphafold_db;AF-Q9NSA2-F1-model_v6.pdb
Q9NVV0	TMEM38B	af2			predicted	product/target_screen/structures/raw/Q9NVV0.pdb	alphafold_db;AF-Q9NVV0-F1-model_v6.pdb
Q9NY37	ASIC5	pdb	9MKY	3.00	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9NY37.pdb	
Q9NY46	SCN3A	pdb	7W77	3.30	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9NY46.pdb	
Q9NY47	CACNA2D2	af2			predicted	product/target_screen/structures/raw/Q9NY47.pdb	alphafold_db;AF-Q9NY47-F1-model_v6.pdb
Q9NY72	SCN3B	pdb	4L1D	2.50	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9NY72.pdb	
Q9NYG8	KCNK4	pdb	7LJ5	2.26	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9NYG8.pdb	
Q9NZA1	CLIC5	pdb	8Q4I	2.10	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9NZA1.pdb	
Q9NZI2	KCNIP1	pdb	1S1E	2.30	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9NZI2.pdb	
Q9NZM6	PKD2L2	af2			predicted	product/target_screen/structures/raw/Q9NZM6.pdb	alphafold_db;AF-Q9NZM6-F1-model_v6.pdb
Q9NZQ8	TRPM5	af2			predicted	product/target_screen/structures/raw/Q9NZQ8.pdb	alphafold_db;AF-Q9NZQ8-F1-model_v6.pdb
Q9NZV8	KCND2	pdb	7UKG	2.24	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9NZV8.pdb	
Q9P0L9	PKD2L1	pdb	3TE3	2.69	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9P0L9.pdb	
Q9P0X4	CACNA1I	pdb	7WLI	3.30	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9P0X4.pdb	
Q9P1W3	TMEM63C	af2			predicted	product/target_screen/structures/raw/Q9P1W3.pdb	alphafold_db;AF-Q9P1W3-F1-model_v6.pdb
Q9P1Z3	HCN3	pdb	8INZ	2.72	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9P1Z3.pdb	
Q9P2U7	SLC17A7	af2			predicted	product/target_screen/structures/raw/Q9P2U7.pdb	alphafold_db;AF-Q9P2U7-F1-model_v6.pdb
Q9P2U8	SLC17A6	af2			predicted	product/target_screen/structures/raw/Q9P2U8.pdb	alphafold_db;AF-Q9P2U8-F1-model_v6.pdb
Q9UBL9	P2RX2	pdb	9UWW	2.19	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9UBL9.pdb	converted_from_mmcif
Q9UBN1	CACNG4	af2			predicted	product/target_screen/structures/raw/Q9UBN1.pdb	alphafold_db;AF-Q9UBN1-F1-model_v6.pdb
Q9UBN4	TRPC4	pdb	8WPN	2.82	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9UBN4.pdb	
Q9UGI6	KCNN3	af2			predicted	product/target_screen/structures/raw/Q9UGI6.pdb	alphafold_db;AF-Q9UGI6-F1-model_v6.pdb
Q9UGM1	CHRNA9	pdb	4UXU	1.71	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9UGM1.pdb	
Q9UHC3	ASIC3	af2			predicted	product/target_screen/structures/raw/Q9UHC3.pdb	alphafold_db;AF-Q9UHC3-F1-model_v6.pdb
Q9UI33	SCN11A	af2			predicted	product/target_screen/structures/raw/Q9UI33.pdb	alphafold_db;AF-Q9UI33-F1-model_v6.pdb
Q9UIX4	KCNG1	af2			predicted	product/target_screen/structures/raw/Q9UIX4.pdb	alphafold_db;AF-Q9UIX4-F1-model_v6.pdb
Q9UJ96	KCNG2	af2			predicted	product/target_screen/structures/raw/Q9UJ96.pdb	alphafold_db;AF-Q9UJ96-F1-model_v6.pdb
Q9UK17	KCND3	pdb	1S1G	2.60	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9UK17.pdb	
Q9UL51	HCN2	pdb	3U10	2.30	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9UL51.pdb	
Q9UL62	TRPC5	pdb	9RRF	2.30	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9UL62.pdb	
Q9ULD8	KCNH3	af2			predicted	product/target_screen/structures/raw/Q9ULD8.pdb	alphafold_db;AF-Q9ULD8-F1-model_v6.pdb
Q9ULK0	GRID1	pdb	8BN2	1.63	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9ULK0.pdb	
Q9ULQ1	TPCN1	af2			predicted	product/target_screen/structures/raw/Q9ULQ1.pdb	alphafold_db;AF-Q9ULQ1-F1-model_v6.pdb
Q9UM00	TMCO1	pdb	6W6L	3.84	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9UM00.pdb	converted_from_mmcif
Q9UN88	GABRQ	af2			predicted	product/target_screen/structures/raw/Q9UN88.pdb	alphafold_db;AF-Q9UN88-F1-model_v6.pdb
Q9UNX9	KCNJ14	af2			predicted	product/target_screen/structures/raw/Q9UNX9.pdb	alphafold_db;AF-Q9UNX9-F1-model_v6.pdb
Q9UQ05	KCNH4	af2			predicted	product/target_screen/structures/raw/Q9UQ05.pdb	alphafold_db;AF-Q9UQ05-F1-model_v6.pdb
Q9UQD0	SCN8A	pdb	25II	2.50	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9UQD0.pdb	
Q9Y210	TRPC6	pdb	6UZ8	2.84	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9Y210.pdb	
Q9Y257	KCNK6	pdb	9MEK	2.85	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9Y257.pdb	
Q9Y2W7	KCNIP3	pdb	2E6W		SOLUTION NMR	product/target_screen/structures/raw/Q9Y2W7.pdb	
Q9Y3Q4	HCN4	pdb	3OTF	2.40	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9Y3Q4.pdb	
Q9Y5S1	TRPV2	pdb	2F37	1.70	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9Y5S1.pdb	
Q9Y5Y9	SCN10A	pdb	7WE4	2.70	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9Y5Y9.pdb	
Q9Y691	KCNMB2	pdb	1JO6		SOLUTION NMR	product/target_screen/structures/raw/Q9Y691.pdb	
Q9Y696	CLIC4	pdb	2AHE	1.80	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9Y696.pdb	
Q9Y698	CACNG2	pdb	6TNO	1.90	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9Y698.pdb	
Q9Y6J6	KCNE2	pdb	2M0Q		SOLUTION NMR	product/target_screen/structures/raw/Q9Y6J6.pdb	
Q7Z404	TMC4	af2			predicted	product/target_screen/structures/raw/Q7Z404.pdb	alphafold_db;AF-Q7Z404-F1-model_v6.pdb
Q96QZ0	PANX3	pdb	8WZA	2.77	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q96QZ0.pdb	
Q9BXT2	CACNG6	af2			predicted	product/target_screen/structures/raw/Q9BXT2.pdb	alphafold_db;AF-Q9BXT2-F1-model_v6.pdb
Q9H6F2	TMEM38A	af2			predicted	product/target_screen/structures/raw/Q9H6F2.pdb	alphafold_db;AF-Q9H6F2-F1-model_v6.pdb
Q9ULS6	KCNS2	af2			predicted	product/target_screen/structures/raw/Q9ULS6.pdb	alphafold_db;AF-Q9ULS6-F1-model_v6.pdb
Q9Y2U2	KCNK7	af2			predicted	product/target_screen/structures/raw/Q9Y2U2.pdb	alphafold_db;AF-Q9Y2U2-F1-model_v6.pdb
Q7RTS6	OTOP2	af2			predicted	product/target_screen/structures/raw/Q7RTS6.pdb	alphafold_db;AF-Q7RTS6-F1-model_v6.pdb
P58550	FXYD6P3	af2			predicted	product/target_screen/structures/raw/P58550.pdb	alphafold_db;AF-P58550-F1-model_v6.pdb
Q8WXS4	TMEM37	af2			predicted	product/target_screen/structures/raw/Q8WXS4.pdb	alphafold_db;AF-Q8WXS4-F1-model_v6.pdb
Q6IEY1	OR4F3	af2			predicted	product/target_screen/structures/raw/Q6IEY1.pdb	alphafold_db;AF-Q6IEY1-F1-model_v6.pdb
Q8NGT9	OR2A1	af2			predicted	product/target_screen/structures/raw/Q8NGT9.pdb	alphafold_db;AF-Q8NGT9-F1-model_v6.pdb
