systematic	common	init_type	n_symbols_in_scf	human_symbols_used	sources
YFR015C	GSY1	ortholog	2	GYS1,GYS2	InParanoid,OMA
YFR016C	AIP5	ortholog	1	CLIP1	OMA
YFR017C	IGD1	random	0		
YFR018C		ortholog	2	QPCT,QPCTL	InParanoid,OMA
YFR019W	FAB1	ortholog	1	PIKFYVE	InParanoid,OMA
YFR020W	CSS2	random	0		
YFR021W	ATG18	ortholog	2	WIPI1,WIPI2	InParanoid,OMA
YFR022W	ROG3	random	0		
YFR023W	PES4	ortholog	3	PABPC1,PABPC1L2A,PABPC1L2B	OMA,OrthoDB
YFR024C-A	LSB3	ortholog	1	SH3YL1	InParanoid,OMA
YFR025C	HIS2	random	0		
YFR026C	ULI1	random	0		
YFR027W	ECO1	random	0		
YFR028C	CDC14	ortholog	3	CDC14A,CDC14B,CDC14C	InParanoid
YFR029W	PTR3	random	0		
YFR030W	MET10	random	0		
YFR031C	SMC2	ortholog	1	SMC2	InParanoid,OMA
YFR031C-A	RPL2A	ortholog	1	RPL8	InParanoid,OMA
YFR032C	RRT5	random	0		
YFR032C-A	RPL29	random	0		
YFR032C-B		random	0		
YFR033C	QCR6	random	0		
YFR034C	PHO4	random	0		
YFR034W-A		random	0		
YFR035C		random	0		
YFR035W-A		random	0		
YFR036W	CDC26	random	0		
YFR036W-A		random	0		
YFR037C	RSC8	random	0		
YFR038W	IRC5	ortholog	1	HELLS	InParanoid,OMA
YFR039C	OSW7	random	0		
YFR040W	SAP155	ortholog	3	PPP6R1,PPP6R2,PPP6R3	InParanoid
YFR041C	ERJ5	random	0		
YFR042W	KEG1	random	0		
YFR043C	IRC6	random	0		
YFR044C	DUG1	ortholog	2	CNDP1,CNDP2	InParanoid,OMA
YFR045W		random	0		
YFR046C	CNN1	random	0		
YFR047C	BNA6	ortholog	1	QPRT	InParanoid,OMA
YFR048W	RMD8	random	0		
YFR049W	YMR31	random	0		
YFR050C	PRE4	ortholog	1	PSMB4	InParanoid,OMA
YFR051C	RET2	ortholog	1	ARCN1	InParanoid,OMA
YFR052C-A		random	0		
YFR052W	RPN12	ortholog	1	PSMD8	InParanoid
YFR053C	HXK1	ortholog	2	GCK,HK1	InParanoid,OMA,OrthoDB
YFR054C		random	0		
YFR055W	IRC7	random	0		
YFR056C		random	0		
YFR057W		random	0		
YGL001C	ERG26	ortholog	1	NSDHL	InParanoid,OMA
YGL002W	ERP6	ortholog	2	TMED4,TMED9	InParanoid,OMA,OrthoDB
YGL003C	CDH1	ortholog	1	FZR1	InParanoid
YGL004C	RPN14	ortholog	3	DCAF7,PAAF1,WDR82	OrthoDB
YGL005C	COG7	random	0		
YGL006W	PMC1	ortholog	4	ATP2B1,ATP2B2,ATP2B3,ATP2B4	InParanoid,OMA
YGL006W-A		random	0		
YGL007C-A		random	0		
YGL007W	BRP1	random	0		
YGL008C	PMA1	random	0		
YGL009C	LEU1	random	0		
YGL010W	MPO1	random	0		
YGL011C	SCL1	ortholog	1	PSMA6	InParanoid,OMA
YGL012W	ERG4	random	0		
YGL013C	PDR1	random	0		
YGL014C-A		random	0		
YGL014W	PUF4	random	0		
YGL015C		random	0		
YGL016W	KAP122	random	0		
YGL017W	ATE1	ortholog	1	ATE1	InParanoid
YGL018C	JAC1	ortholog	1	HSCB	InParanoid,OMA
YGL019W	CKB1	random	0		
YGL020C	GET1	random	0		
YGL021W	ALK1	random	0		
YGL022W	STT3	ortholog	2	STT3A,STT3B	InParanoid,OMA
YGL023C	PIB2	random	0		
YGL024W		random	0		
YGL025C	PGD1	random	0		
YGL026C	TRP5	random	0		
YGL027C	CWH41	ortholog	1	MOGS	InParanoid,OMA
YGL028C	SCW11	random	0		
YGL029W	CGR1	random	0		
YGL030W	RPL30	ortholog	1	RPL30	InParanoid,OMA
YGL031C	RPL24A	ortholog	1	RPL24	InParanoid,OMA
YGL032C	AGA2	random	0		
YGL033W	HOP2	ortholog	1	PSMC3IP	InParanoid,OMA
YGL034C		random	0		
YGL035C	MIG1	random	0		
YGL036W	VIR1	random	0		
YGL037C	PNC1	random	0		
YGL038C	OCH1	random	0		
YGL039W		random	0		
YGL040C	HEM2	ortholog	1	ALAD	InParanoid,OMA
YGL041C		random	0		
YGL041C-B		random	0		
YGL041W-A		random	0		
YGL042C		random	0		
YGL043W	DST1	ortholog	3	TCEA1,TCEA2,TCEA3	InParanoid,OMA
YGL044C	RNA15	random	0		OrthoDB
YGL045W	RIM8	random	0		
YGL047W	ALG13	random	0		
YGL048C	RPT6	ortholog	1	PSMC5	InParanoid,OMA
YGL049C	TIF4632	random	0		
YGL050W	TYW3	ortholog	1	TYW3	InParanoid,OMA
YGL051W	MST27	random	0		
YGL052W		random	0		
YGL053W	PRM8	random	0		
YGL054C	ERV14	ortholog	3	CNIH1,CNIH2,CNIH4	InParanoid,OMA,OrthoDB
YGL055W	OLE1	ortholog	2	SCD,SCD5	InParanoid
YGL056C	SDS23	random	0		
YGL057C	GEP7	random	0		
YGL058W	RAD6	ortholog	2	UBE2A,UBE2B	InParanoid,OMA
YGL059W	PKP2	ortholog	3	BCKDK,PDK2,PDK4	OMA
YGL060W	YBP2	random	0		
YGL061C	DUO1	random	0		
YGL062W	PYC1	ortholog	1	PC	InParanoid
YGL063C-A		random	0		
YGL063W	PUS2	ortholog	1	PUS1	InParanoid,OMA
YGL064C	MRH4	random	0		
YGL065C	ALG2	ortholog	1	ALG2	InParanoid,OMA
YGL066W	SGF73	random	0		
YGL067W	NPY1	ortholog	1	NUDT12	InParanoid,OMA
YGL068W	MNP1	ortholog	1	MRPL12	InParanoid,OMA
YGL069C		random	0		
YGL070C	RPB9	ortholog	1	POLR2I	InParanoid,OMA
YGL071W	AFT1	random	0		
YGL072C		random	0		
YGL073W	HSF1	random	0		
YGL074C		random	0		
YGL075C	MPS2	random	0		
YGL076C	RPL7A	ortholog	1	RPL7	InParanoid,OMA
YGL077C	HNM1	ortholog	3	SLC7A1,SLC7A2,SLC7A3	InParanoid
YGL078C	DBP3	random	0		
YGL079W	KXD1	random	0		
YGL080W	MPC1	ortholog	2	MPC1,MPC1L	InParanoid,OMA
YGL081W		random	0		
YGL082W		ortholog	2	MINDY1,MINDY2	InParanoid
YGL083W	SCY1	ortholog	1	SCYL2	InParanoid,OMA
YGL084C	GUP1	random	0		
YGL085W	LCL3	random	0		
YGL086W	MAD1	ortholog	3	CCDC150,HOOK1,MAD1L1	InParanoid,OMA
YGL087C	MMS2	ortholog	2	UBE2V1,UBE2V2	InParanoid,OMA
YGL088W		random	0		
YGL089C	MF(ALPHA)2	random	0		
YGL090W	LIF1	random	0		
YGL091C	NBP35	ortholog	2	NUBP1,NUBP2	InParanoid,OMA
YGL092W	NUP145	ortholog	1	NUP98	InParanoid,OMA
YGL093W	SPC105	random	0		
YGL094C	PAN2	ortholog	1	PAN2	InParanoid,OMA
YGL095C	VPS45	ortholog	1	VPS45	InParanoid,OMA
YGL096W	TOS8	random	0		
YGL097W	SRM1	ortholog	1	RCC1	InParanoid,OMA
YGL098W	USE1	ortholog	1	USE1	InParanoid
YGL099W	LSG1	ortholog	1	LSG1	InParanoid,OMA
YGL100W	SEH1	ortholog	1	SEH1L	InParanoid
YGL101W	YGK1	ortholog	1	HDDC2	InParanoid,OMA
YGL102C		random	0		
YGL103W	RPL28	ortholog	1	RPL27A	InParanoid,OMA
YGL104C	VPS73	ortholog	9	SLC2A1,SLC2A11,SLC2A14,SLC2A2,SLC2A3,SLC2A4,SLC2A5,SLC2A7,SLC2A9	InParanoid
YGL105W	ARC1	random	0		
YGL106W	MLC1	ortholog	2	MYL1,MYL4	OMA
YGL107C	RMD9	random	0		
YGL108C		random	0		
YGL109W		random	0		
YGL110C	CUE3	random	0		
YGL111W	NSA1	ortholog	1	WDR74	InParanoid
YGL112C	TAF6	ortholog	1	TAF6	InParanoid
YGL113W	SLD3	random	0		
YGL114W		random	0		
YGL115W	SNF4	ortholog	3	PRKAG1,PRKAG2,PRKAG3	InParanoid
YGL116W	CDC20	random	0		
YGL117W		random	0		
YGL118C		random	0		
YGL119W	COQ8	ortholog	2	COQ8A,COQ8B	InParanoid,OMA
YGL120C	PRP43	ortholog	9	DHX15,DHX16,DHX33,DHX34,DHX35,DHX38,DHX40,DHX8,DQX1	InParanoid,OMA,OrthoDB
YGL121C	GPG1	random	0		
YGL122C	NAB2	random	0		
YGL123C-A		random	0		
YGL123W	RPS2	ortholog	1	RPS2	InParanoid,OMA
YGL124C	MON1	ortholog	2	MON1A,MON1B	InParanoid,OMA
YGL125W	MET13	ortholog	1	MTHFR	InParanoid,OMA
YGL126W	SCS3	random	0		
YGL127C	SOH1	random	0		
YGL128C	CWC23	ortholog	3	DNAJB8,DNAJC8,SEC63	OrthoDB
YGL129C	RSM23	random	0		
YGL130W	CEG1	random	0		
YGL131C	SNT2	random	0		
YGL132W		random	0		
YGL133W	ITC1	random	0		
YGL134W	PCL10	random	0		
YGL135W	RPL1B	ortholog	1	RPL10A	InParanoid,OMA
YGL136C	MRM2	ortholog	1	MRM2	OMA
YGL137W	SEC27	ortholog	1	COPB2	InParanoid
YGL138C		random	0		
YGL139W	FLC3	random	0		
YGL140C		random	0		
YGL141W	HUL5	ortholog	2	UBE3B,UBE3C	InParanoid
YGL142C	GPI10	ortholog	1	PIGB	InParanoid,OMA
YGL143C	MRF1	ortholog	2	MTRF1,MTRF1L	InParanoid,OMA
YGL144C	ROG1	random	0		
YGL145W	TIP20	random	0		
YGL146C	RRT6	random	0		
YGL147C	RPL9A	random	0		InParanoid,OMA
YGL148W	ARO2	random	0		
YGL149W		random	0		
YGL150C	INO80	ortholog	1	INO80	InParanoid
YGL151W	NUT1	random	0		
YGL152C		random	0		
YGL153W	PEX14	random	0		
YGL154C	LYS5	random	0		
YGL155W	CDC43	ortholog	1	PGGT1B	OMA
YGL156W	AMS1	ortholog	1	MAN2C1	InParanoid
YGL157W	ARI1	random	0		
YGL158W	RCK1	random	0		
YGL159W		ortholog	1	CRYM	InParanoid
YGL160W	AIM14	random	0		
YGL161C	YIP5	ortholog	2	YIPF1,YIPF2	InParanoid
YGL162W	SUT1	random	0		
YGL163C	RAD54	ortholog	1	RAD54L	InParanoid
YGL164C	YRB30	random	0		
YGL165C		random	0		
YGL166W	CUP2	random	0		
YGL167C	PMR1	ortholog	7	ATP12A,ATP1A4,ATP2C1,ATP2C2,ATP4A,ATP7A,ATP7B	InParanoid,OMA,OrthoDB
YGL168W	HUR1	random	0		
YGL169W	SUA5	random	0		
YGL170C	SPO74	random	0		
YGL171W	ROK1	ortholog	1	DDX52	InParanoid,OMA
YGL172W	NUP49	ortholog	1	NUP58	OMA
YGL173C	XRN1	ortholog	1	XRN1	InParanoid
YGL174W	BUD13	random	0		
YGL175C	SAE2	random	0		
YGL176C		random	0		
YGL177W		random	0		
YGL178W	MPT5	random	0		
YGL179C	TOS3	ortholog	2	CAMKK1,CAMKK2	InParanoid
YGL180W	ATG1	random	0		
YGL181W	GTS1	random	0		
YGL182C		random	0		
YGL183C	MND1	ortholog	1	MND1	InParanoid,OMA
YGL184C	STR3	random	0		
YGL185C		random	0		
YGL186C	TPN1	random	0		
YGL187C	COX4	ortholog	1	COX5B	InParanoid
YGL188C		random	0		
YGL188C-A		random	0		
YGL189C	RPS26A	ortholog	1	RPS26	InParanoid,OMA
YGL190C	CDC55	ortholog	4	PPP2R2A,PPP2R2B,PPP2R2C,PPP2R2D	InParanoid,OMA
YGL191W	COX13	ortholog	2	COX6A1,COX6A2	InParanoid
YGL192W	IME4	random	0		
YGL193C		random	0		
YGL194C	HOS2	ortholog	1	HDAC3	OMA
YGL194C-A		random	0		
YGL195W	GCN1	ortholog	1	GCN1	InParanoid,OMA
YGL196W	DSD1	random	0		
YGL197W	MDS3	random	0		
YGL198W	YIP4	ortholog	1	YIPF6	OMA
YGL199C		random	0		
YGL200C	EMP24	ortholog	4	TMED10,TMED2,TMED4,TMED7	InParanoid,OMA,OrthoDB
YGL201C	MCM6	ortholog	1	MCM6	InParanoid,OMA
YGL202W	ARO8	ortholog	1	AADAT	InParanoid
YGL203C	KEX1	random	0		
YGL204C		random	0		
YGL205W	POX1	ortholog	2	ACOX1,ACOX2	InParanoid,OMA
YGL206C	CHC1	ortholog	2	CLTC,CLTCL1	InParanoid,OMA
YGL207W	SPT16	ortholog	1	SUPT16H	InParanoid,OMA
YGL208W	SIP2	ortholog	2	PRKAB1,PRKAB2	InParanoid
YGL209W	MIG2	random	0		
YGL210W	YPT32	ortholog	35	RAB10,RAB11A,RAB11B,RAB12,RAB13,RAB14,RAB15,RAB18,RAB19,RAB1A,RAB1B,RAB24,RAB25,RAB26,RAB27B,RAB2A,RAB2B,RAB30,RAB31,RAB35,RAB37,RAB39B,RAB3A,RAB3B,RAB3C,RAB3D,RAB42,RAB43,RAB4A,RAB4B,RAB5A,RAB5B,RAB5C,RAB8A,RAB8B	InParanoid,OMA,OrthoDB
YGL211W	NCS6	ortholog	1	CTU1	InParanoid,OMA
YGL212W	VAM7	ortholog	2	SNAP23,SNAP25	InParanoid
YGL213C	SKI8	ortholog	1	BTRC	OrthoDB
YGL214W		random	0		
YGL215W	CLG1	random	0		
YGL216W	KIP3	random	0		
YGL217C		random	0		
YGL218W		random	0		
YGL219C	MDM34	random	0		
YGL220W	BOL2	random	0		InParanoid,OMA
YGL221C	NIF3	ortholog	1	NIF3L1	InParanoid,OMA
YGL222C	EDC1	random	0		
YGL223C	COG1	random	0		
YGL224C	SDT1	random	0		
YGL225W	VRG4	ortholog	1	SLC35D2	InParanoid,OMA
YGL226C-A	OST5	random	0		
YGL226W	MTC3	random	0		
YGL227W	VID30	random	0		
YGL228W	SHE10	random	0		
YGL229C	SAP4	ortholog	3	PPP6R1,PPP6R2,PPP6R3	InParanoid
YGL230C		random	0		
YGL231C	EMC4	ortholog	1	EMC4	InParanoid,OMA
YGL232W	TAN1	ortholog	1	THUMPD1	InParanoid,OMA
YGL233W	SEC15	ortholog	2	EXOC6,EXOC6B	InParanoid,OMA
YGL234W	ADE57	ortholog	1	GART	InParanoid,OMA
YGL235W		random	0		
YGL236C	MTO1	ortholog	1	MTO1	InParanoid
YGL237C	HAP2	random	0		
YGL238W	CSE1	ortholog	1	CSE1L	InParanoid,OMA
YGL239C		random	0		
YGL240W	DOC1	ortholog	1	ANAPC10	InParanoid
YGL241W	KAP114	ortholog	1	IPO9	InParanoid,OMA
YGL242C		ortholog	2	NRARP,PPP1R27	InParanoid
YGL243W	TAD1	random	0		
YGL244W	RTF1	ortholog	1	RTF1	OMA
YGL245W	GUS1	random	0		
YGL246C	RAI1	ortholog	1	DXO	InParanoid,OMA
YGL247W	BRR6	random	0		
YGL248W	PDE1	random	0		
YGL249W	ZIP2	random	0		
YGL250W	RMR1	random	0		
YGL251C	HFM1	ortholog	1	HFM1	InParanoid
YGL252C	RTG2	random	0		
YGL253W	HXK2	ortholog	2	GCK,HK1	InParanoid,OMA,OrthoDB
YGL254W	FZF1	random	0		
YGL255W	ZRT1	random	0		
YGL256W	ADH4	ortholog	1	ADHFE1	InParanoid
YGL257C	MNT2	random	0		
YGL258W	VEL1	random	0		
YGL258W-A		random	0		
YGL259W	YPS5	random	0		
YGL260W		random	0		
YGL261C	PAU11	random	0		
YGL262W		random	0		
YGL263W	COS12	random	0		
YGR001C	EFM5	ortholog	1	EEF1AKMT1	InParanoid,OMA
YGR002C	SWC4	ortholog	1	DMAP1	InParanoid
YGR003W	CUL3	ortholog	3	CUL3,CUL4A,CUL4B	InParanoid,OMA
YGR004W	PEX31	random	0		
YGR005C	TFG2	ortholog	1	GTF2F2	InParanoid
YGR006W	PRP18	ortholog	1	PRPF18	InParanoid
YGR007W	ECT1	ortholog	1	PCYT2	InParanoid
YGR008C	STF2	random	0		
YGR009C	SEC9	random	0		
YGR010W	NMA2	ortholog	2	NMNAT1,NMNAT3	InParanoid
YGR011W		random	0		
YGR012W	MCY1	random	0		
YGR013W	SNU71	random	0		
YGR014W	MSB2	ortholog	1	DSPP	OMA
YGR015C	EAT1	random	0		
YGR016C-A		random	0		
YGR016W		random	0		
YGR017W		random	0		
YGR018C		random	0		
YGR019W	UGA1	ortholog	1	ABAT	InParanoid,OMA
YGR020C	VMA7	ortholog	1	ATP6V1F	InParanoid,OMA
YGR021W		ortholog	1	TACO1	InParanoid,OMA
YGR022C		random	0		
YGR023W	MTL1	random	0		
YGR024C	THG1	ortholog	1	THG1L	InParanoid,OMA
YGR025W		random	0		
YGR026W		random	0		
YGR027C	RPS25A	ortholog	1	RPS25	InParanoid,OMA
YGR027W-A	TY1A-GR1	random	0		
YGR027W-B	TY1B-GR1	random	0		
YGR028W	MSP1	ortholog	1	ATAD1	InParanoid,OMA
YGR029W	ERV1	ortholog	1	GFER	InParanoid
YGR030C	POP6	random	0		
YGR031C-A	NAG1	random	0		
YGR031W	IMO32	ortholog	1	ABHD11	InParanoid
YGR032W	GSC2	random	0		
YGR033C	TIM21	ortholog	1	TIMM21	InParanoid
YGR034W	RPL26B	ortholog	2	RPL26,RPL26L1	InParanoid,OMA
YGR035C		random	0		
YGR035W-A		random	0		
YGR036C	CAX4	ortholog	1	DOLPP1	InParanoid,OMA
YGR037C	ACB1	ortholog	2	ACBD7,DBI	InParanoid,OMA
YGR038C-A	TY1A-GR2	random	0		
YGR038C-B	TY1B-GR2	random	0		
YGR038C-D/YGR038C-C	TY2B-GR1	random	0		
YGR038C-E	TY2A-GR1	random	0		
YGR038W	ORM1	ortholog	3	ORMDL1,ORMDL2,ORMDL3	InParanoid,OMA
YGR039W		random	0		
YGR040W	KSS1	ortholog	6	MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3	InParanoid,OMA
YGR041W	BUD9	random	0		
YGR042W		random	0		
YGR043C	NQM1	ortholog	1	TALDO1	InParanoid,OMA
YGR044C	RME1	random	0		
YGR045C		random	0		
YGR046W	TAM41	random	0		
YGR047C	TFC4	ortholog	1	GTF3C3	InParanoid,OMA
YGR048W	UFD1	ortholog	1	UFD1	InParanoid
YGR049W	SCM4	random	0		
YGR050C		random	0		
YGR051C		random	0		
YGR052W	FMP48	random	0		
YGR053C		random	0		
YGR054W		ortholog	1	EIF2A	InParanoid,OMA
YGR055W	MUP1	ortholog	8	SLC7A10,SLC7A11,SLC7A13,SLC7A5,SLC7A6,SLC7A7,SLC7A8,SLC7A9	InParanoid,OMA
YGR056W	RSC1	random	0		
YGR057C	LST7	random	0		
YGR058W	PEF1	random	0		
YGR059W	SPR3	ortholog	11	SEPTIN1,SEPTIN10,SEPTIN11,SEPTIN12,SEPTIN14,SEPTIN3,SEPTIN5,SEPTIN6,SEPTIN7,SEPTIN8,SEPTIN9	OrthoDB
YGR060W	ERG25	ortholog	1	MSMO1	InParanoid,OMA
YGR061C	ADE6	ortholog	1	PFAS	InParanoid,OMA
YGR062C	COX18	ortholog	1	COX18	OMA
YGR063C	SPT4	ortholog	1	SUPT4H1	InParanoid,OMA
YGR064W		random	0		
YGR065C	VHT1	random	0		
YGR066C	GID10	ortholog	2	GID4,UBTD1	InParanoid,OrthoDB
YGR067C		random	0		
YGR068C	ART5	random	0		
YGR068W-A		random	0		
YGR069W		random	0		
YGR070W	ROM1	random	0		
YGR071C	ENV11	random	0		
YGR072W	UPF3	random	0		
YGR073C		random	0		
YGR074W	SMD1	ortholog	1	SNRPD1	InParanoid
YGR075C	PRP38	random	0		
YGR076C	MRPL25	random	0		
YGR077C	PEX8	random	0		
YGR078C	PAC10	ortholog	1	VBP1	InParanoid,OMA
YGR079W		random	0		
YGR080W	TWF1	ortholog	2	TWF1,TWF2	InParanoid,OMA
YGR081C	SLX9	random	0		
YGR082W	TOM20	ortholog	2	TOMM20,TOMM20L	InParanoid,OMA
YGR083C	GCD2	ortholog	1	EIF2B4	InParanoid
YGR084C	MRP13	random	0		
YGR085C	RPL11B	ortholog	1	RPL11	InParanoid,OMA
YGR086C	PIL1	random	0		
YGR087C	PDC6	random	0		
YGR088W	CTT1	random	0		
YGR089W	NNF2	random	0		
YGR090W	UTP22	ortholog	1	NOL6	InParanoid,OMA
YGR091W	PRP31	ortholog	1	PRPF31	InParanoid,OMA
YGR092W	DBF2	random	0		
YGR093W	DRN1	ortholog	1	CWF19L1	InParanoid,OMA
YGR094W	VAS1	ortholog	1	VARS1	InParanoid,OMA
YGR095C	RRP46	ortholog	1	EXOSC5	InParanoid,OMA
YGR096W	TPC1	ortholog	1	SLC25A19	InParanoid,OMA
YGR097W	ASK10	random	0		
YGR098C	ESP1	random	0		
YGR099W	TEL2	random	0		
YGR100W	MDR1	random	0		
YGR101W	PCP1	ortholog	1	PARL	InParanoid
YGR102C	GTF1	random	0		
YGR103W	NOP7	ortholog	1	PES1	InParanoid,OMA
YGR104C	SRB5	random	0		
YGR105W	VMA21	random	0		
YGR106C	VOA1	random	0		
YGR107W		random	0		
YGR108W	CLB1	ortholog	2	CCNB1,CCNB2	InParanoid
YGR109C	CLB6	random	0		
YGR109W-A	TY3A-G	random	0		
YGR109W-B	TY3B-G	random	0		
YGR110W	CLD1	ortholog	3	ABHD4,ABHD5,PANK2	OMA,OrthoDB
YGR111W		random	0		
YGR112W	SHY1	ortholog	1	SURF1	InParanoid,OMA
YGR113W	DAM1	random	0		
YGR114C		random	0		
YGR115C		random	0		
YGR116W	SPT6	ortholog	1	SUPT6H	InParanoid,OMA
YGR117C		random	0		
YGR118W	RPS23A	ortholog	1	RPS23	InParanoid,OMA
YGR119C	NUP57	random	0		
YGR120C	COG2	random	0		
YGR121C	MEP1	ortholog	5	RHAG,RHBG,RHCE,RHCG,RHD	InParanoid
YGR121W-A		random	0		
YGR122C-A		random	0		
YGR122W		random	0		
YGR123C	PPT1	ortholog	1	PPP5C	InParanoid,OMA
YGR124W	ASN2	ortholog	1	ASNS	InParanoid,OMA
YGR125W	VSB1	random	0		
YGR126W		random	0		
YGR127W		ortholog	1	TANGO2	InParanoid
YGR128C	UTP8	random	0		
YGR129W	SYF2	random	0		
YGR130C		ortholog	1	TMF1	OMA
YGR131W	FHN1	random	0		
YGR132C	PHB1	ortholog	1	PHB1	InParanoid,OMA
YGR133W	PEX4	random	0		
YGR134W	CAF130	random	0		
YGR135W	PRE9	ortholog	4	PSMA2,PSMA4,PSMA5,PSMA7	InParanoid,OMA,OrthoDB
YGR136W	LSB1	random	0		
YGR137W		random	0		
YGR138C	TPO2	random	0		
YGR139W		random	0		
YGR140W	CBF2	random	0		
YGR141W	VPS62	random	0		
YGR142W	BTN2	random	0		
YGR143W	SKN1	random	0		
YGR144W	THI4	random	0		
YGR145W	ENP2	ortholog	1	NOL10	InParanoid,OMA
YGR146C	ECL1	random	0		
YGR146C-A		random	0		
YGR147C	NAT2	random	0		
YGR148C	RPL24B	ortholog	1	RPL24	InParanoid,OMA
YGR149W	GPC1	random	0		
YGR150C	CCM1	random	0		
YGR151C		random	0		
YGR152C	RSR1	ortholog	5	RAP1A,RAP1B,RAP2A,RAP2B,RAP2C	InParanoid,OMA
YGR153W		random	0		
YGR154C	GTO1	random	0		
YGR155W	CYS4	ortholog	1	CBS	InParanoid,OMA
YGR156W	PTI1	random	0		OrthoDB
YGR157W	CHO2	random	0		
YGR158C	MTR3	random	0		
YGR159C	NSR1	ortholog	2	HNRNPAB,HNRNPD	OMA
YGR160W		random	0		
YGR161C	RTS3	random	0		
YGR161C-C	TY1A-GR3	random	0		
YGR161C-D	TY1B-GR3	random	0		
YGR161W-A	TY2A-GR2	random	0		
YGR161W-B	TY2B-GR2	random	0		
YGR161W-C		random	0		
YGR162W	TIF4631	random	0		
YGR163W	GTR2	ortholog	2	RRAGC,RRAGD	InParanoid
YGR164W		random	0		
YGR165W	MRPS35	random	0		
YGR166W	TRS65	random	0		
YGR167W	CLC1	random	0		
YGR168C		random	0		
YGR169C	PUS6	random	0		
YGR169C-A	LSO2	random	0		
YGR170W	PSD2	random	0		
YGR171C	MSM1	ortholog	1	MARS2	InParanoid,OMA
YGR172C	YIP1	ortholog	2	YIPF5,YIPF7	InParanoid,OMA
YGR173W	RBG2	ortholog	1	DRG2	InParanoid,OMA
YGR174C	CBP4	random	0		
YGR174W-A		random	0		
YGR175C	ERG1	ortholog	1	SQLE	InParanoid,OMA
YGR176W		random	0		
YGR177C	ATF2	random	0		
YGR178C	PBP1	random	0		
YGR179C	OKP1	random	0		
YGR180C	RNR4	random	0		
YGR181W	TIM13	ortholog	1	TIMM13	InParanoid,OMA
YGR182C		random	0		
YGR183C	QCR9	random	0		
YGR184C	UBR1	ortholog	2	UBR1,UBR2	InParanoid
YGR185C	TYS1	ortholog	1	YARS1	InParanoid
YGR186W	TFG1	random	0		
YGR187C	HGH1	ortholog	1	HGH1	InParanoid,OMA
YGR188C	BUB1	ortholog	2	BUB1,BUB1B	InParanoid,OMA
YGR189C	CRH1	random	0		
YGR190C		random	0		
YGR191W	HIP1	ortholog	2	SLC7A14,SLC7A4	InParanoid,OMA
YGR192C	TDH3	ortholog	2	GAPDH,GAPDHS	InParanoid,OMA
YGR193C	PDX1	random	0		
YGR194C	XKS1	ortholog	1	XYLB	InParanoid,OMA
YGR195W	SKI6	ortholog	1	EXOSC4	InParanoid,OMA
YGR196C	FYV8	random	0		
YGR197C	SNG1	random	0		
YGR198W	YPP1	random	0		
YGR199W	PMT6	ortholog	1	POMT2	InParanoid,OMA
YGR200C	ELP2	ortholog	1	ELP2	InParanoid,OMA
YGR201C		random	0		
YGR202C	PCT1	random	0		
YGR203W	YCH1	random	0		
YGR204C-A		random	0		
YGR204W	ADE3	ortholog	2	MTHFD1,MTHFD1L	InParanoid,OMA
YGR205W	TDA10	random	0		
YGR206W	MVB12	random	0		
YGR207C	CIR1	ortholog	1	ETFB	InParanoid,OMA
YGR208W	SER2	ortholog	1	PSPH	InParanoid
YGR209C	TRX2	ortholog	2	TXN,TXNDC8	InParanoid,OMA
YGR210C		random	0		
YGR211W	ZPR1	ortholog	1	ZPR1	InParanoid,OMA
YGR212W	SLI1	random	0		
YGR213C	RTA1	random	0		
YGR214W	RPS0A	ortholog	1	RPSA	InParanoid,OMA
YGR215W	RSM27	random	0		
YGR216C	GPI1	random	0		
YGR217W	CCH1	ortholog	7	CACNA1C,CACNA1D,CACNA1F,CACNA1S,NALCN,SCN11A,SCN4A	InParanoid,OMA
YGR218W	CRM1	ortholog	1	XPO1	InParanoid,OMA
YGR219W		random	0		
YGR220C	MRPL9	ortholog	1	MRPL3	InParanoid
YGR221C	TOS2	random	0		
YGR222W	PET54	random	0		
YGR223C	HSV2	ortholog	2	WDR45,WDR45B	InParanoid
YGR224W	AZR1	random	0		
YGR225W	AMA1	random	0		
YGR226C		random	0		
YGR227C-A	OTO1	random	0		
YGR227W	DIE2	ortholog	2	ALG10,ALG10B	InParanoid,OMA
YGR228W		random	0		
YGR229C	SMI1	random	0		
YGR230W	BNS1	random	0		
YGR231C	PHB2	ortholog	1	PHB2	InParanoid,OMA
YGR232W	NAS6	ortholog	2	ANKRD61,PSMD10	InParanoid,OMA
YGR233C	PHO81	random	0		
YGR234W	YHB1	random	0		
YGR235C	MIC26	random	0		
YGR236C	SPG1	random	0		
YGR237C		random	0		
YGR238C	KEL2	ortholog	1	CCDC186	InParanoid
YGR239C	PEX21	random	0		
YGR240C	PFK1	ortholog	3	PFKL,PFKM,PFKP	InParanoid,OMA
YGR240C-A		random	0		
YGR241C	YAP1802	ortholog	2	PICALM,SNAP91	InParanoid
YGR242W		random	0		
YGR243W	MPC3	ortholog	1	MPC2	InParanoid
YGR244C	LSC2	ortholog	2	SUCLA2,SUCLG2	InParanoid,OMA
YGR245C	SDA1	ortholog	1	SDAD1	InParanoid,OMA
YGR246C	BRF1	ortholog	1	BRF1	InParanoid,OMA
YGR247W	CPD1	random	0		
