target_id	target_family	membership_sources	uniprot_entries	gene_aliases	protein_name	protein_length	keywords	is_calibration_control	ranking_bonus
GRIN2D	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	NMDE4_HUMAN	GluN2D;NMDAR2D	Glutamate receptor ionotropic, NMDA 2D (GluN2D) (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D)		3D-structure;Calcium;Cell membrane;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Magnesium;Membrane;Methylation;Phosphoprotein;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0
GRIN3A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	NMD3A_HUMAN	KIAA1973	Glutamate receptor ionotropic, NMDA 3A (GluN3A) (N-methyl-D-aspartate receptor subtype 3A) (NMDAR3A) (NR3A) (NMDAR-L)		3D-structure;Calcium;Cell membrane;Coiled coil;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Magnesium;Membrane;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0
GRIN3B	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	NMD3B_HUMAN		Glutamate receptor ionotropic, NMDA 3B (GluN3B) (N-methyl-D-aspartate receptor subtype 3B) (NMDAR3B) (NR3B)		Calcium;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Magnesium;Membrane;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0
GRM1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q13255	GPRC1A;MGLUR1	Metabotropic glutamate receptor 1 (mGluR1)	1194		False	0.0
GRM2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q14416	GPRC1B;MGLUR2	Metabotropic glutamate receptor 2 (mGluR2)	872		False	0.0
GRM3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q14832	GPRC1C;MGLUR3	Metabotropic glutamate receptor 3 (mGluR3)	879		False	0.0
GRM4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q14833	GPRC1D;MGLUR4	Metabotropic glutamate receptor 4 (mGluR4)	912		False	0.0
GRM5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P41594	GPRC1E;MGLUR5	Metabotropic glutamate receptor 5 (mGluR5)	1212		False	0.0
GRM6	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O15303	GPRC1F;MGLUR6	Metabotropic glutamate receptor 6 (mGluR6)	877		False	0.0
GRM7	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q14831	GPRC1G;MGLUR7	Metabotropic glutamate receptor 7 (mGluR7)	915		False	0.0
GRM8	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O00222	GPRC1H;MGLUR8	Metabotropic glutamate receptor 8 (mGluR8)	908		False	0.0
GRPR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P30550		Gastrin-releasing peptide receptor (GRP-R) (GRP-preferring bombesin receptor)	384		False	0.0
HCAR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9BXC0	GPR104;GPR81;HCA1;FKSG80	Hydroxycarboxylic acid receptor 1 (G protein-coupled receptor 104) (G protein-coupled receptor 81)	346		False	0.0
HCAR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8TDS4	GPR109A;HCA2;HM74A;NIACR1	Hydroxycarboxylic acid receptor 2 (G protein-coupled receptor 109A) (G protein-coupled receptor HM74A) (Niacin receptor 1) (Nicotinic acid receptor)	363		False	0.0
HCAR3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P49019	GPR109B;HCA3;HM74B;NIACR2	Hydroxycarboxylic acid receptor 3 (G protein-coupled receptor 109B) (G protein-coupled receptor HM74) (G protein-coupled receptor HM74B) (Niacin receptor 2) (Nicotinic acid receptor 2)	387		False	0.0
HCN1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	HCN1_HUMAN	BCNG1	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 (Brain cyclic nucleotide-gated channel 1) (BCNG-1)		3D-structure;cAMP;cAMP-binding;Cell membrane;Disease variant;Epilepsy;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Nucleotide-binding;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
HCN2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	HCN2_HUMAN	BCNG2	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2)		3D-structure;Ammonia transport;cAMP;cAMP-binding;Cell membrane;Disease variant;Epilepsy;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Lipoprotein;Membrane;Methylation;Nucleotide-binding;Palmitate;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
HCN3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	HCN3_HUMAN	KIAA1535	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3		3D-structure;cAMP;cAMP-binding;Cell membrane;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Nucleotide-binding;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
HCN4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	HCN4_HUMAN		Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4		3D-structure;Brugada syndrome;cAMP;cAMP-binding;Cell membrane;Disease variant;Epilepsy;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Nucleotide-binding;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
HCRTR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O43613	ORXR1;OX1R;OXR1	Orexin/Hypocretin receptor type 1 (Hypocretin receptor type 1) (Orexin receptor type 1) (Ox-1-R) (Ox1-R) (Ox1R)	425		False	0.0
HCRTR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O43614	ORXR2;OX2R;OXR2	Orexin receptor type 2 (Ox-2-R) (Ox2-R) (Ox2R) (Hypocretin receptor type 2)	444		False	0.0
HRH1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P35367		Histamine H1 receptor (H1-R) (H1R) (HH1R)	487		False	0.0
HRH2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P25021		Histamine H2 receptor (H2R) (HH2R) (Gastric receptor I)	359		False	0.0
HRH3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9Y5N1	GPCR97	Histamine H3 receptor (H3R) (HH3R) (G protein-coupled receptor 97)	445		False	0.0
HRH4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H3N8	GPCR105	Histamine H4 receptor (H4R) (HH4R) (AXOR35) (G protein-coupled receptor 105) (GPRv53) (Pfi-013) (SP9144)	390		False	0.0
HTR1A	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P08908	ADRB2RL1;ADRBRL1	5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A)	422		False	0.0
HTR1B	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P28222	HTR1DB	5-hydroxytryptamine receptor 1B (5-HT-1B) (5-HT1B) (S12) (Serotonin 1D beta receptor) (5-HT-1D-beta) (Serotonin receptor 1B)	390		False	0.0
HTR1D	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P28221	HTR1DA;HTRL	5-hydroxytryptamine receptor 1D (5-HT-1D) (5-HT1D) (Serotonin 1D alpha receptor) (5-HT-1D-alpha) (Serotonin receptor 1D)	377		False	0.0
HTR1E	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P28566		5-hydroxytryptamine receptor 1E (5-HT-1E) (5-HT1E) (S31) (Serotonin receptor 1E)	365		False	0.0
HTR1F	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P30939	HTR1EL	5-hydroxytryptamine receptor 1F (5-HT-1F) (5-HT1F) (Serotonin receptor 1F)	366		False	0.0
HTR2A	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P28223	HTR2	5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A)	471		False	0.0
HTR2B	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P41595		5-hydroxytryptamine receptor 2B (5-HT-2B) (5-HT2B) (Serotonin receptor 2B)	481		False	0.0
HTR2C	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P28335	HTR1C	5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C)	458		False	0.0
HTR3A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	5HT3A_HUMAN	5HT3R;HTR3	5-hydroxytryptamine receptor 3A (5-HT3-A) (5-HT3A) (5-hydroxytryptamine receptor 3) (5-HT-3) (5-HT3R) (Serotonin receptor 3A) (Serotonin-gated ion channel receptor)		3D-structure;Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0
HTR3B	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	5HT3B_HUMAN		5-hydroxytryptamine receptor 3B (5-HT3-B) (5-HT3B) (Serotonin receptor 3B)		Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0
HTR3C	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	5HT3C_HUMAN		5-hydroxytryptamine receptor 3C (5-HT3-C) (5-HT3C) (Serotonin receptor 3C)		Cell membrane;Disulfide bond;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0
HTR3D	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	5HT3D_HUMAN		5-hydroxytryptamine receptor 3D (5-HT3-D) (5-HT3D) (Serotonin receptor 3D)		Alternative splicing;Cell membrane;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0
HTR3E	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	5HT3E_HUMAN		5-hydroxytryptamine receptor 3E (5-HT3-E) (5-HT3E) (Serotonin receptor 3E)		Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0
HTR4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q13639		5-hydroxytryptamine receptor 4 (5-HT-4) (5-HT4) (Serotonin receptor 4)	388		False	0.0
HTR5A	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P47898		5-hydroxytryptamine receptor 5A (5-HT-5) (5-HT-5A) (5-HT5A) (Serotonin receptor 5A)	357		False	0.0
HTR6	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P50406		5-hydroxytryptamine receptor 6 (5-HT-6) (5-HT6) (Serotonin receptor 6)	440		False	0.0
HTR7	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P34969		5-hydroxytryptamine receptor 7 (5-HT-7) (5-HT7) (5-HT-X) (Serotonin receptor 7)	479		False	0.0
HVCN1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	HVCN1_HUMAN	VSOP;UNQ578/PRO1140	Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1) (HV1) (Voltage sensor domain-only protein)		3D-structure;Alternative splicing;Cell membrane;Cell projection;Cilium;Coiled coil;Cytoplasmic vesicle;Fertilization;Flagellum;Hydrogen ion transport;Immunity;Innate immunity;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
ITPR1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	ITPR1_HUMAN	INSP3R1	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5 trisphosphate receptor) (Inositol 1,4,5-trisphosphate receptor type 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)		Alternative splicing;Apoptosis;ATP-binding;Calcium;Calcium channel;Calcium transport;Cytoplasm;Cytoplasmic vesicle;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Isopeptide bond;Ligand-gated ion channel;Lipoprotein;Membrane;Metal-binding;Neurodegeneration;Nucleotide-binding;Palmitate;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Spinocerebellar ataxia;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Zinc	False	0.0
ITPR2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	ITPR2_HUMAN		Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Inositol 1,4,5-trisphosphate receptor type 2) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)		Alternative splicing;ATP-binding;Calcium;Calcium channel;Calcium transport;Cytoplasmic vesicle;Disease variant;Endoplasmic reticulum;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Zinc	False	0.0
ITPR3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	ITPR3_HUMAN		Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3 (IP3 receptor isoform 3) (IP3R-3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)		3D-structure;Calcium;Calcium channel;Calcium transport;Charcot-Marie-Tooth disease;Cytoplasmic vesicle;Disease variant;Disulfide bond;Ectodermal dysplasia;Endoplasmic reticulum;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Neurodegeneration;Neuropathy;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNA1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNA1_HUMAN		Potassium voltage-gated channel subfamily A member 1 (Voltage-gated K(+) channel HuKI) (Voltage-gated potassium channel HBK1) (Voltage-gated potassium channel subunit Kv1.1)		Cell junction;Cell membrane;Cell projection;Cytoplasmic vesicle;Disease variant;Endoplasmic reticulum;Glycoprotein;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;RNA editing;Synapse;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNA10	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCA10_HUMAN		Potassium voltage-gated channel subfamily A member 10 (Voltage-gated potassium channel subunit Kv1.8)		Glycoprotein;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNA2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNA2_HUMAN		Potassium voltage-gated channel subfamily A member 2 (NGK1) (Voltage-gated K(+) channel HuKIV) (Voltage-gated potassium channel HBK5) (Voltage-gated potassium channel subunit Kv1.2)		Alternative splicing;Autism spectrum disorder;Cell junction;Cell membrane;Cell projection;Disease variant;Endoplasmic reticulum;Epilepsy;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Synapse;Synaptosome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNA3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNA3_HUMAN	HGK5	Potassium voltage-gated channel subfamily A member 3 (HGK5) (HLK3) (HPCN3) (Voltage-gated K(+) channel HuKIII) (Voltage-gated potassium channel subunit Kv1.3)		3D-structure;Alternative initiation;Cell membrane;Cytoplasm;Glycoprotein;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNA4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNA4_HUMAN	KCNA4L	Potassium voltage-gated channel subfamily A member 4 (HPCN2) (Voltage-gated K(+) channel HuKII) (Voltage-gated potassium channel HBK4) (Voltage-gated potassium channel HK1) (Voltage-gated potassium channel subunit Kv1.4)		Cataract;Cell membrane;Cell projection;Disease variant;Dystonia;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Membrane;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNA5	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNA5_HUMAN		Potassium voltage-gated channel subfamily A member 5 (HPCN1) (Voltage-gated potassium channel HK2) (Voltage-gated potassium channel subunit Kv1.5)		Alternative splicing;Atrial fibrillation;Cell membrane;Ion channel;Ion transport;Isopeptide bond;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
KCNA6	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNA6_HUMAN		Potassium voltage-gated channel subfamily A member 6 (Voltage-gated potassium channel HBK2) (Voltage-gated potassium channel subunit Kv1.6)		Cell membrane;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNA7	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNA7_HUMAN		Potassium voltage-gated channel subfamily A member 7 (Voltage-gated potassium channel subunit Kv1.7)		Glycoprotein;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
